Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
8439160,Parva,S.L. Bhyrappa,"Bhyrappa, S.L.",K. Raghavendra Rao,"=""0948724455""","=""9780948724459""",5,4.44,Sahitya Akademi,Hardcover,950,2009,1979,2020/11/28,2018/10/22,,,read,"Parva can only be described as a magnum opus. Reviewing an epic comes with the obvious challenge of not being able to capture all of its glory. How does one view it? At its heart, it is a retelling of the Mahabharata, stripped of its mythological aspects. But to leave it at that would be a gross injustice. One may consider it a commentary on what Dharma is. We discover the politics, warfare, and strategy of the Vedic times. There is an exploration of a wide range of human emotions, from jealousy to ecstasy. Simply put, as the cover suggests, it is a tale of War, Peace, Love, Death, God, and Man. <br/><br/>I have read quite a few retellings of the Mahabharata, and some are narrated through the lens of one character in the epic (Bhima, Gandhari). But Parva encompasses them all! A series of flashbacks from all the epic's notable characters take the story forward, and it is done with the onset of the great war. <br/><br/>While the question of what encompasses Dharma has an undercurrent throughout the tale, all these characters' human emotions and personalities put the story in a whole new light. <br/><br/>Was it really a battle between two rival siblings, or was it the conclusion of a long struggle between two rival kingdoms - The Panchalas and the Kurus? Why was Bhishma siding with the Kauravas? Was the practice of Niyōga against Dharma? Was Arjuna really as virtuous? Were Bhima and Krishna right in claiming that following Kshatriya Dharma led to the Pandavas' eventual downfall at the dice game? How did Draupadi view her relationship with the Pandavas? The dynamics between two respected Sūtas, Vidura and Karna. The role of Sūtas as the bearers of Kshatriya men's children out of wedlock and as charioteers. The backstory of Krishna fleeing from Mathura to Dwaraka and his eventual usurping of Jarasandha. On the relationship between Krishna, Balarama, and Satyaki. On how the Nāgas (depicted as tribals) and Raksasās were viewed with disdain by the Aryan folks. It goes on and on. Every character is extolled only to be brought down the next instant, making this book so enjoyable. The myriad interwoven stories and motivations and beliefs, all coming together, make for an absolutely fascinating read.<br/><br/>The translation to English from the original in Kannada makes a few passages mundane. Some of the conversations between characters provide comic relief, which acts as a counterbalance to the overall narration's grave nature.<br/><br/>And then we come to the war itself, and what a narration it is! If for nothing else, just the names of characters and kingdoms and their alliances with the Kauravas or Pandavas alone makes one gape in awe. The war is described elaborately, along with all the difficulties accompanied - the stench of human and animal waste, the lack of grain, water, other resources, the fear of death, the tactics involved, the slow decline in the rules agreed upon, the ego battles, the corpses increasing in the battlefield and being devoured upon by vultures, dogs and jackals. It is as gruesome and grave as any real war would have been. <br/><br/>When the war comes to a close, one senses the devastation and the loss of lives on both sides. The entire Aryan lineage is decimated. Bhyrappa ends it with a long drawn passage reflecting on the ruin spread across the kingdom and beyond, with the Yadavas fighting each other unto death and the pregnant Sūta women questioning their plight to Yudhishtra.<br/><br/>That Bhyrappa is a legend is unquestionable. Reading his opus Parva makes one wonder how many more Indian classics are waiting to be discovered because they're written in a regional language.",,,1,0
51475322,"The Burning God (The Poppy War, #3)",R.F. Kuang,"Kuang, R.F.",,"=""0062662627""","=""9780062662620""",0,4.28,Harper Voyager,Hardcover,654,2020,2020,,2020/08/24,to-read,to-read (#33),to-read,,,,0,0
40509961,Suheldev & the Battle of Bahraich (Indic Chronicles #1),Amish Tripathi,"Tripathi, Amish",Vikas Singh,"=""""","=""""",4,3.97,Westland,Kindle Edition,352,2018,2020,2020/08/11,2020/06/20,,,read,"As I read the last page of Suheldev, I felt a mixture of satisfaction and a bit of a letdown. I was pleased that we finally have a best-selling Indian author reviving stories of unknown/lost Indian heroes. But I also yearned for a more nuanced and gripping tale than the one I read. This is not a criticism of the author, but rather a reflection of my own expectations of stories based on Indian history.<br/><br/>Nevertheless, Suheldev checks a lot of boxes and is definitely a book that would reach a wider audience and make them sit up and notice the warriors of yore. It recounts the tale of Raja Suheldev of Shravasti, who in the 11th century won one of the most critical civilizational battles in Indian history by defeating, nay, massacring the barbaric Turkic invader Salar Maqsud and his deadly troops. <br/><br/>Amish has built his reputation in the historical fiction genre over the years, and Suheldev is probably one of his best-written books alongside the Shiva trilogy. He interleaves many themes from the past with the present and, in his typical style, provides insight into issues like the caste system, unity among Hindus, the role of women in India, etc. In some sense, it feels like a ""dumbing down"" of the many geopolitical/spiritual/economic and administrative milieu of that age, but he gets the point across efficiently. Some examples of these are the generalizations on Indian Muslims in comparison to Turkic ones, infighting among Indian kingdoms, etc.<br/><br/>The most exciting part of the book was the appearance of the famous Chola King Rajendra Chola in a pivotal role and a hint at a standalone sequel involving him. The romantic aspects didn't add any substance to the story, and, in my opinion, could have been avoided. <br/><br/>What else can I say, Amish is back! ",,,1,0
33133264,Ashoka the Ungreat,Subhodeep Mukhopadhyay,"Mukhopadhyay, Subhodeep",,"=""""","=""""",3,3.66,The Tiny Man Publications,Kindle Edition,132,2016,,2018/06/02,2018/05/09,,,read,"Ashoka the Ungreat looks at the life and times of Ashoka and paints a perspective opposed to the mainstream narrative which is that of a just and peaceful ruler. What gives this perspective credence is the evidence is based on the same triad of the Rock edicts, Ashokavadana and the Sri Lankan texts on which contemporary historians base their claim for Ashoka's ""greatness"". However, only the parts which suit their narrative have been taken into consideration, while the others which describe Ashoka's tyranny, religious zealousness and incongruencies between the edicts and the texts have been ignored.<br/><br/>Take for example the Kalinga war, and Ashoka's supposed conversion to Buddhism and his subsequent embracing of the religion to become a peace-loving king. This is a mainstream narrative which has been percolated across school textbooks in India. In reality, Ashoka had converted to Buddhism before the Kalinga war and continued to massacre and kill people who opposed Buddhism after the war. <br/><br/>Many more examples such as this are present, which leads one to believe that Ashoka wasn't even close to being the ideal ruler we assume him to be. The author also hints at why Ashoka, who was a forgotten figure for most of Indian history was revived during the British rule and subsequently as a post-Independence symbol of India, and he believes that Nehruvian-Socialism played a role in requiring an ancient link to an icon with a similar mindset.<br/><br/>The book itself is largely a collection of conclusions and inferences from other authors and independent researchers, and the author merely reiterates their point. Thus, it isn't a great standalone book but is a useful introduction and reference for people who want to learn more about Ashoka.",,,1,0
26116059,History Under Your Feet,Ratnakar Sadasyula,"Sadasyula, Ratnakar",,"=""""","=""""",4,3.75,Ratnakar Sadasyula,Kindle Edition,204,2015,2015,2020/06/20,2020/05/18,,,read,"History Under Your Feet is an excellent book for reasons which are not typically why books are considered worthy of praise, at least by me. It is an inspirational book for someone like me, who aspires to be an author someday. This is because Ratnakar Sadasyula is an ordinary person like most of us, with a day job and a passion for history. He fueled his love for history by writing a blog on prominent historical figures who've become unknown due to the passage of time or been intentionally removed by Marxist historians. The blog eventually gave way to this book, which, albeit amateurish writing and editing, is still valuable for history lovers. <br/><br/>The book itself starts off from the 17th century with none other than Shivaji Maharaj and the Maratha empire. What I loved though, was it quickly moved from famous sons of Bhārat to unheard/unknown ones. Through this book, I learned about the Holkars of Indore and their incredible warrior campaigns and Ahilyabai's long reign and investment in public life and infrastructure.<br/><br/>We read of the bravery of the Ranas of Mewar and the historic fortresses they built; Of Pritilata Wadedar, Ram Prasad Bismil, and Bhagat Singh's revolt against the British. We also learn about the contributions from abroad from legends like Rash Behari Bose, Netaji, and Gurubaksh Singh Dhillon to the independence movement.<br/><br/>It was inspiring to read about the uprising by the Royal Navy, which led to the British leaving the country. He also touches upon post-independence war heroes like Major Somnath Sharma, who laid their lives down to protect Srinagar. Not to forget the 13 Kumaon and the Ahirs fought bravely in the Indo-China war of '62, despite knowing they were outnumbered.  <br/><br/>The author voices my thoughts when he mentions how we need to start bringing out the part of history, which is not well known to many. ""History is not just about kingdoms and battles, but also about building institutions, laws, and governments."" And, as the title of the book alludes, India is a place where ""History is under your feet,"" and any place could well be the site of some historical event or the other. Do we really want to forget these stories which can educate and inspire the generations to come?",,,1,0
31020419,The Ocean of Churn: How the Indian Ocean Shaped Human History,Sanjeev Sanyal,"Sanyal, Sanjeev",,"=""0670087327""","=""9780670087327""",5,4.27,Penguin Random House,Hardcover,346,2016,2016,2017/10/23,2017/06/22,,,read,"There aren’t many books which make you feel thankful that you came across them. The Ocean of Churn, by Sanjeev Sanyal, is definitely one of them. For quite some time I’ve wanted to read a book which would give an accurate and vivid description of how civilization came to be, especially around the Indian subcontinent. Few people could tell the story in such a concise manner as has the author, as we wade through the origin of Homo Sapiens right up to the bustling cosmopolitan 21st century behemoth that the area has now become. <br/><br/>Choosing to focus on how the Indian Ocean has been “churning” civilization, is what makes this book stand out. When we read history, we focus a lot on wars and politics happening on land, and tend to overlook the vast role that the oceans play, be it exchange of ideas, maritime trade, or enabling migrations back and forth across centuries, resulting in a cocktail of culture and ecosystems and technological advancements. <br/><br/>It was fascinating to read how humanity overcame a variety of odds, ever since the ice ages and expanded in ways we can scarcely imagine. We learn how migrations out of Africa led to a variety of settlements from Iraq to Australia and India to Indonesia. We read about the rise and fall of the Harappan civilization, Alexander’s conquests which led to rise of the Mauryan empire, the golden age of the Guptas, the rise of Islam, the Turkish invasions, the southern kingdoms of Cheras, Cholas, Pandyas and Pallavas and their breadth of influence across East Asia, the reoccupation of Sri Lanka by various Tamil kings and later European colonizers, the colonization process which started with the establishment of Dutch and English trading companies and how we finally achieved Independence and helped other colonies achieve their own independence as well.<br/><br/>Throughout these eras, maritime trade is a constant theme, and has largely impacted how history was shaped in these places. It is what explains the presence of the largest religious building in the world, Angkor Wat in Cambodia, as it does of the voyages of Fa Xien and Vasco da Gama. Easily, reading about the sea faring enterprises was the best part of this book. <br/><br/>I was particularly pleased with the larger perspective that the book emphasizes throughout. People and events in history are judged by different standards, and what shaped their actions then might not be looked at kindly by people from a different era. The converse is also true. Hence, we find out that Ashoka wasn’t as “great” as we think he was, just as we learn Netaji wasn’t as “fascist” as history makes him look for joining hands with the Germans and Japanese. It was also heartening to note the role of various revolutionaries who were as much, if not more responsible for our freedom than Gandhi and Nehru were, and leaves one with a bitter taste when we realize how little we actually learn about them in contemporary history. <br/><br/>Going through so many layers of history leaves one with a sense of awe, disbelief and a certain measure of sadness over the constant pursuit of wealth and the destruction that human greed has caused, but, in spite of that, the very fact that millennia old traditions continue to survive and thrive in this subcontinent is a testament to the lesson which the author concludes with - that time devours the greatest of men and the mightiest of empires.",,,1,0
36006011,Avishi: Vishpala of Rig Veda Reimagined,Saiswaroopa Iyer,"Iyer, Saiswaroopa",,"=""""","=""""",4,4.07,,Kindle Edition,388,2017,2017,2020/05/16,2020/03/22,,,read,"Avishi is a fictional tale re-imagining Vishpala, a woman mentioned in the Rig-Veda. It speaks volumes about the author, Saiswaroopa Iyer's, creativity that she spun this impressive tale from that brief primary reference of Vishpala and her battle with Khela in the Rig Veda. <br/><br/>We are introduced to the life and times during the Rig-Vedic period, with three prominent cities being featured - Vrishabhavati, Ashtagani, and the forests of Naimisha, the abode of the sages. The story begins with the daughter of a soldier (Avishi) being taken away to Naimisha. At the same time, her father is murdered as General Ugra rises to take the throne at Vrishabhavati. What follows is a tale of discovery, love, deceit, and war as we traverse with Avishi across the northern plains of Jambudvip. She rises from a warrior to be the Ganapati of Ashtagani and battles the evil Khela.<br/><br/>The story is engaging, for the most part. Although fictional, we still get a sense of the lifestyle embraced in ancient times - the importance given to women, the code of conduct adopted across kingdoms, farming, and agriculture, the Gods worshipped (Mitra and Varuna), weapons, and even prosthetics. <br/><br/>However, the book overall wasn't a compelling page-turner. Some intimate scenes seemed to have been thrown in to cater to a mature audience. There were too many characters with similar-sounding names, and a few didn't add value to the plot. I also personally expected a relatable historical setting, with names, themes, and places I am familiar with, which wasn't the case.<br/><br/>Kudos to the author for bringing to light an ancient warrior in this modern retelling.",,,1,0
53169786,Sri Vaishnavism Through the Ages,Harshananda,"Harshananda, Harshananda",,"=""""","=""""",0,4.00,"Ramakrishna Math, Bangalore",Paperback,47,,,,2019/12/18,to-read,to-read (#29),to-read,,,,0,0
53119416,Letters from an Astrophysicist,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""1324003324""","=""9781324003328""",4,4.06,W. W. Norton & Company,Kindle Edition,253,2019,2019,2019/11/11,2019/11/03,,,read,"I have followed Neil deGrasse Tyson for a long time. YouTube, books, Star Talk podcasts, a live talk, Cosmos, etc., are some of the ways I've become accustomed to his style and views on all things under the sun (pardon the pun). In spite of that, this book was a refreshing change, as perhaps for the first time, we get to see the personal, empathetic side of the man, who is exceptionally rational most of the time.<br/><br/>The book is precisely what the title suggests - a compendium of various letters written by him, in response to the multiple questions he received over the past few decades, or for a newspaper editorial. One marvels at his communication and writing skills while we also recognize how he has impacted scores of people in his role as a science educator. <br/><br/>Neil, of course, is consistent throughout in his responses - always respectful and courteous, whether it's appreciation or hate mail. He repeatedly invokes the ""cosmic perspective"" and is unapologetic of his views on religion, particularly Christianity. His deep care for the future of the country and the universe stand out, as he explains the importance of education and critical thinking for the next generation.<br/><br/>A couple of letters stood out to me -  A soldier in Iraq who scoured the night sky using his telescope after reading his book while being on duty; The couple who noticed a mistake on a plaque in AMNH and Neil's affable response; more than one concerned person asking if science and religion can co-exist, a grandma asking what that object was in the sky..  But the most touching was his recounting of the 9/11 attacks a day after the event. That recollection was so vivid that one feels like they witnessed the tragedy live. <br/><br/>I wouldn't call this book a ""must-read,"" but it's definitely a delightful read. ",,,1,0
53076025,The Curse of Gandhari,Aditi Banerjee,"Banerjee, Aditi",,"=""9388002008""","=""9789388002004""",5,4.23,Bloomsbury India,Paperback,336,2019,2019,2020/02/02,2020/01/17,,,read,"The Mahabharata is an epic that keeps giving food for thought on every new reading. Just when one thinks that we have learnt all we can, it pulls the rug from underneath our feet once again. Aditi Banerjee's retelling of the epic views the Mahabharata from Gandhari's lens and makes for an enthralling read.<br/><br/>Gandhari is not a character who comes to mind when we think of the Mahabharata's iconic characters. Hence, the author needed to set the context accurately to give a sense of her import to the tale, which she does brilliantly. Right from being chosen for the ""lesser"" king Dhritarashtra, to blindfolding herself, to getting a boon to give birth to a 100 sons, to being so protective of them that she skips her dharmic duties to finally cursing Krishna himself for orchestrating her sons' deaths, we get an in-depth understanding of her psyche (the author's interpretation).<br/><br/>Significant incidents are narrated in the background while the focus remains on Gandhari and her thoughts as the events unfold. This style was refreshing to read, and also one of the critical aspects of what makes this book click. The book is also excellent in keeping the dharmic nature of the epic intact by alluding to various practices and customs as they were at the time. However, interleaving the divine elements of Krishna with the otherwise realistic and practical narrative didn't work for me.<br/><br/>The Curse of Gandhari is another reminder of the depth and gravitas of the Mahabharata. It has stoked my interest in reading this itihāsa once again, and that, I believe, is the real victory for any book written on it.<br/>",,,1,0
18770097,Methods of Persuasion: How to Use Psychology to Influence Human Behavior,Nick Kolenda,"Kolenda, Nick",,"=""0615815650""","=""9780615815657""",0,4.14,"Kolenda Entertainment, LLC",Paperback,240,2013,2013,,2020/04/03,to-read,to-read (#32),to-read,,,,0,0
52856588,RESET: Regaining India’s Economic Legacy,Subramanian Swamy,"Swamy, Subramanian",,"=""935333652X""","=""9789353336523""",4,4.11,Rupa Publications India,Kindle Edition,202,2019,2019,2019/11/26,2019/10/15,,,read,"Subramanian Swamy's latest book is as firebrand as the man himself, where he deals with one of the most discussed topics today - India's economic struggles and the way forward.<br/><br/>The book looks at India's economy in three stages - Pre-independence, post-Independence till liberalization, and post-liberalization India. <br/><br/>Being the analytical mind that he is, Swamy starts by setting the historical context accurately. He rightly attributes India missing the industrialization bus to the systematic bleeding of resources and the blocking of native innovation by the Britishers. Although it's a well-established fact now, it still gives the reader the right mental framework in thinking about the progress of India's economy in spite of such dire circumstances. <br/><br/>Second, he speaks about the inexcusable adoption of the Soviet-style command economy by Nehru and subsequent governments, which led to India missing the globalization wave. India had a GDP growth of a mere 4% for close to 40 years post Independence. In comparison,  countries with far lesser resources like Singapore and South Korea were able to progress rapidly with a GDP growth of more than 10% every year. <br/><br/>Swamy speaks of his contributions in providing the Swadeshi framework for the Chandra Shekhar government, and later the Rao government. The adoption of his ideas led India from the lows of the balance of payment crisis to consistently hitting over 7% GPD growth during the 90s.<br/><br/>We then fast forward to the present, where Swamy paints a dire picture of the state of the economy, in what he terms as a ""tailspin."" A consistent lack of investment in agriculture, mismanagement of resources, demonetization, GST,  lack of innovation, and policymakers who don't understand macroeconomics are cited as the main reasons for the current state of the economy. <br/><br/>He, however, does not consider it a point of no return. Swamy proposes various measures that can be enacted to get India back on track to over 10% GDP growth every year. A few non-obvious ones which resonated with me are the creation of new cities and the 7 postulates proposed by Deendayalji, which focus on ""Integral Humanism"" and adherence to Indian ethos. Compared to other ideologies like socialism, communism, and capitalism, which are materialistic, Integral Humanism focuses on the growth of humanity in harmony with their surroundings. <br/><br/>It is this approach that can translate our goals into actionable policies, and it requires the right vision and expertise in Economics to do that.",,,1,0
40577265,Everything Is F*cked: A Book About Hope,Mark Manson,"Manson, Mark",,"=""0062888471""","=""9780062888471""",3,3.67,Harper,Kindle Edition,283,2019,2019,2020/03/20,2020/01/17,,,read,"The first thing I realized after reading this book is that self-help books are not for me. With that caveat, I'll proceed with my book review. <br/><br/>At its core, Mark Manson's book is supposed to be about hope. Except, it talks about everything else but that. Manson touches upon a wide range of subjects, from philosophy and religion to the world wars and artificial intelligence. <br/><br/>I will give him credit for the fact that he maintains consistency throughout the book - He establishes a concept and then draws various examples from real life to help us understand how things work. For instance, he talks about fake freedom and the trend towards life hacking of late, which amounts to reaping rewards of a commitment without actually committing. He argues that real freedom, on the other hand, comes from sacrifice and victory over our desires instead of endless material transactions.  <br/><br/>While Mark's style of writing and the way he puts his point across might appeal to some people, it just didn't quite sit well with me. One of the reasons was I felt he was trying to touch too many topics to provide the reader his streamlined vision. The other was the fact that he was re-hashing time tested axioms, which have been part of Eastern philosophy for millennia. Adding cuss words doesn't make one a ""new age"" philosopher. <br/><br/>While I did learn some interesting trivia, overall, large parts of the book didn't stick with me, and it was a tedious task to complete it. Certainly not my cup of tea.",,,1,0
36410654,The Goat Thief,Perumal Murugan,"Murugan, Perumal",,"=""9386228491""","=""9789386228499""",4,3.74,Juggernaut Publication,Hardcover,240,2017,,2020/02/07,2020/02/03,,,read,"The Goat Thief by Perumal Murugan was, for me, a delightful foray into short stories after a lot of non-fiction books. These 10 short stories were originally written in Tamil by the author, and credit must go to the translator for capturing the tone and essence of the characters and the story and not losing it in translation.<br/><br/>What was beautiful about the stories was the central characters' focus on an inanimate object which takes center stage - a toilet, a well, a couple of chairs, a tumbler, and so forth. One lets out a chuckle at the effectiveness with which these are woven into the plot. That so few words can paint such a vivid picture and give depth to the characters speaks to the remarkable ability of the author.<br/><br/>The author's lived experience enhances the richness of the village and city lives depicted in these stories. I also admired his boldness in the use of words considered crass (""shit,"" for example) but are nevertheless a part of everyone's daily routines.<br/><br/>If you're looking for a book that you can complete with ease in one setting, definitely pick this one up.",,,1,0
50767759,"Savarkar: Echoes from a Forgotten Past, 1883–1924",Vikram Sampath,"Sampath, Vikram",,"=""0670090301""","=""9780670090303""",0,4.58, Penguin Viking ,Hardcover,624,2019,2019,,2019/09/15,to-read,to-read (#26),to-read,,,,0,0
44669222,Ahobilam: Abode of Nava Narasimhas,The Hindu,"Hindu, The",,"=""""","=""""",0,4.50,The Hindu,Paperback,104,2019,,,2020/01/21,to-read,to-read (#31),to-read,,,,0,0
40062925,Writings in the Hindu,K.A. Nilakanta Sastri,"Sastri, K.A. Nilakanta",,"=""9387791033""","=""9789387791039""",0,4.20,THG Publishing Private Limited,Paperback,224,2018,,,2020/01/21,to-read,to-read (#30),to-read,,,,0,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",5,4.32,Penguin Books,Paperback,495,2019,2016,2020/01/17,2019/11/27,,,read,"What if I told you that here's a book, which not only pulls you into a semi-fictional world set in early 1900s Soviet Union, with a lead character who is charming, witty, humorous, affectionate and a top-notch aristocrat, a tale which binds you from start to finish while also being an extraordinarily well-written novel, making it a delightful read?<br/><br/>I can't seem to put down in words how good this book is. Count Rostov, the central character of this book, is a man of varied experiences and expertise. Deemed to be an unrepentant aristocrat by a Bolshevik tribunal,  he gets orders to spend the rest of his life on house arrest at the Metropolitan Hotel in Moscow. What follows is a remarkable tale of the Count's friendships, romantic encounters, political exchanges, and his role in being a father figure to a girl who's responsibility falls upon him.<br/><br/>The beauty of historical fiction novels is you get a real sense of the life and ways of people while also being suspended in reality with the fictional characters set in those times. The Count's, and by extension, the authors' breadth of knowledge blew me away. Be it Tchaikovsky's music or the role of American films in countering the Great Depression. The detail and nuance in every sentence were extraordinary. <br/><br/>As we age with the Count, we start to appreciate not only the passage of time but the Count's growth from being a hot-headed youth seeking revenge for his sister's heartbreak, to the proud father, who wishes nothing but the best for his daughter. We laugh and cry with the Count, relishing his every move.<br/><br/>The Metropol hotel, its bartenders, the chef, and the head waiter all become recurring characters who we become familiar and fond. The exchanges between them over all things Russian is a lesson in history and prose. <br/><br/>What fate lies in store for the Count and Sofia after close to 35 years of house arrest? Read this extraordinary book to find out. <br/>",,,1,0
43852758,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""0525537090""","=""9780525537090""",0,4.17,Riverhead Books,Hardcover,308,2019,2019,,2019/11/26,to-read,to-read (#28),to-read,,,,0,0
40642323,The Far Field,Madhuri Vijay,"Vijay, Madhuri",,"=""0802128408""","=""9780802128409""",0,3.87,Grove Press,Hardcover,432,2019,2019,,2019/11/04,to-read,to-read (#27),to-read,,,,0,0
9863042,The Lost River: On The Trail of the Sarasvati,Michel Danino,"Danino, Michel",,"=""0143068644""","=""9780143068648""",5,4.42,Penguin Books India,Paperback,368,2010,2010,2019/11/02,2019/09/15,,,read,"The river Saraswathi has been in the collective memory of the Indian civilization since time immemorial. Revered as one of the mightiest rivers in the Rig Veda and prayed to as Goddess Saraswathi, it has transcended generations across millennia to remain in our consciousness. In this landmark work, Michel Danino tells us the gripping tale of the origin, rise, and fall of this mighty river and its renaissance in the 21st century.<br/><br/>The book is titled ""The Lost River"" precisely because it was lost for millennia. British archaeologists stumbled upon bricks and structures which belonged to the highly sophisticated cities built by the people of the Indus Valley Civilization. This prompted a series of excavations, which led to a new understanding of our own history. <br/><br/>The author leaves no stone unturned in terms of the research he's done to present the facts in this book. Every aspect from its origin, possible reasons for its decline due to Sutlej and Yamuna being diverted, the various phases of the Harappan civilization - early, mature and post-Urban, the comparison between the Rig Veda vis-a-vis the geography of the landscape, evidence from numerous archaeological excavations, both Indian and foreign, planning of the cities and the consistency of their ratios across the region, flora and fauna.. the list goes on!<br/><br/>The Harappan lifestyle was remarkably egalitarian, unlike contemporary civilizations in Mesopotamia and Egypt. They had flourishing trade from their numerous ports. The lack of evidence of invasion from the east decimates any possibility of the Aryan Invasion Theory. He also lucidly explains the unbroken continuity from the Harappan civilization to that of the Gangetic one. Some of these examples which were fascinating to me were the kolam art forms, the seals carrying Pashupati and the bull, and the ratio of buildings that continue to this day. <br/><br/>The great mystery surrounding the Harappan and the Vedic civilization is that the former had great art, trade, and structures while the latter had a great literary tradition. While the Vedas speak of the geography, which correlates to the Harappan society, some unclear aspects require multi-disciplinary research. Only then can we conclusively answer the question of whether they were one and the same. <br/><br/>We are also presented with counterclaims on the existence of the Saraswathi river, and why they are incorrect. With detailed maps and pictures, the book makes for a vivid reimagining of the life and times of the Indus or rather Saraswathi Valley people and provides a comprehensive and analytical view into our past.  A must-read for everyone who wishes to know the true origins of the Indic civilization. ",,,1,0
44141651,Flight of Deities and Rebirth of Temples: Episodes from Indian History,Meenakshi Jain,"Jain, Meenakshi",,"=""8173056196""","=""9788173056192""",5,4.77,Aryan Books International,Hardcover,406,2019,2019,2019/09/14,2019/02/26,,,read,"Flight of Deities and Rebirth of Temples is a dispassionate, unbiased, and critical retelling of the history of India focusing on the countless incidents of destruction of temples and temple structures by Muslim invaders. It provides an expansive account from primary and secondary sources and covers the length and breadth of the country in its scope, thus providing a truly comprehensive insight into these incidents. Kudos to the author Meenakshi Jain for this mammoth effort!<br/><br/>The author challenges three dominant prevailing notions - that Hindu kings destroyed temples during their battles with each other and that Muslim kings merely followed that tradition; that the role of the deity in the past was as a political powerplay for the rule and had little to do with the common man and, that Muslim kings built their mosques on top of existing Hindu temple structures, indicating co-existence between the two. <br/><br/>The author surgically dissects each of these arguments by recounting a multitude of events and instances to the contrary.  She proves that the temples were establishments which were collectively nurtured by the society at large, with thousands of common men throwing their lives to protect, hide, and preserve them. <br/><br/>The book goes into great detail on various kings across the country who built historic and grand temples and the continuing service by conquering Hindu kings and the local populace in respecting this tradition. We get a reality check on the efforts that went into preserving these structures and of their everyday importance in the functioning of society. It gives a sense of why the memory of these events continues to live among people centuries after they happened, as for Hindus the ""sthala"" is more important than the actual object. <br/><br/>I particularly enjoyed the coverage on southern India, something which is usually not available in school history textbooks. Temples from Sharada Peetha in Kashmir, to ones in Ayodhya,  Somnath, Kashi, eastern India, and in the south from Vijayanagara to Kerala and Tamil Nadu temples and their origins are analyzed. An eye-opening book and a comprehensive look into our past.",,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,2019/07/03,2019/06/11,,,read,"One of the more ""whacky"" books I've read in the recent past. The Hitchhiker's Guide to the Galaxy is considered a classic, and I can see why (in parts at least).  However, a true classic is a timeless one, and somehow, I didn't feel drawn enough to the narrative and for large parts felt like I was reading a book written for teenagers.<br/><br/>Star Wars and science fiction fans would definitely enjoy this tale of Arthur Dent, the last surviving human, whose planet, Earth, is destroyed as he goes on a ""hitchhike"" around the galaxy with his humanlike alien friend Ford Prefect. They join a couple more eccentric characters in their exploration of the ""dead"" planet Magrathea, only to discover that planet building is an enterprise in itself, the answer to everything in the universe is 42 and mice have been conducting experiments on humans for millennia.<br/><br/>Whacky enough?<br/><br/>I am aware that the reason the book is hailed the most is for providing such insights as mentioned above, but it failed to resonate with me. Safe to say, I'll give the sequels a pass.",,,1,0
29780253,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",4,4.49,Doubleday Canada,Hardcover,289,2016,2016,2019/06/10,2019/06/02,favorites,favorites (#9),read,"I am not a huge fan of Trevor Noah as a comedian, but after reading his coming-of-age story, Born a Crime, it won't be remiss to say I'm a fan of his writing. <br/><br/>Born a Crime is a spellbinding tale about Trevor's childhood years growing up in Apartheid and post-Apartheid South Africa, but it is as much a tale of his mother as it is of him. Having not read a lot about South Africa or Apartheid, I found the narration riveting, funny, crazy, and touching. <br/><br/>Trevor takes us through a childhood where he deals with questions which even adults of today find difficult to reconcile - racism, domestic abuse, impacts of colonialism, religion, poverty, prison, and much more. <br/><br/>But through it all, he manages to keep his wit and enthusiasm for life alive. Trevors' mother's influence on him is tremendous as she struggles to give him all the opportunities she never had growing up. <br/><br/>He takes us through his growing up in different racial communities, his ability to fit in and at the same time be an outcast in any group, his adventures with his friends, his entrepreneurial spirit which even saves his life, his heartbreaks, and most of all his innate desire to understand life around him as he sees it. <br/><br/>Trevor himself touches upon the aspect of how little people know about life under Apartheid, and ironically, how the West takes precedence even in the worst atrocities known to man. He challenges the notion of the Holocaust being considered the biggest evil in humanity and claims that its because the Nazis documented their crime, while the rest of the world including Africa suffered equivalent, if not more but the vagueness in the magnitude of suffering makes people feel it was a lesser crime. <br/><br/>Many a time, due to language, race, or other uncertainties, we see Trevor in situations not knowing where the next meal is going to come from or what the future is going to be like. His ability to adapt, survive, and thrive in the circumstances and succeed while continuing to wonder why his fiercely independent mother refused to leave his abusive step-father makes for a fascinating read. <br/><br/>This book will make you laugh out loud and misty-eyed. I doubt there are many books which can tell the tale of growing up in Apartheid South Africa in a better way.",,,1,0
